istaigos_kodas;gydytojo_ID;data_nuo;data_iki;iraso_sukurimo_data
302692454;10000187;2019-03-26;2019-04-10;2019-04-02 03:01:05
302692454;10000224;2019-04-05;2019-04-05;2019-04-02 03:01:05
302692454;10000224;2019-04-10;2019-04-30;2019-04-02 03:01:05
302692454;10000225;2019-04-23;2019-04-26;2019-04-02 03:01:05
